id,year,crawl_id,shard_id,original_url,text_length,languages,fetch_status,collected_at
17218,2011,WAYBACK,NA,http://berkeley.edu/,4409,NA,success,2026-03-27 20:42:16
17200,2011,WAYBACK,NA,http://joel.rosenbaum@yale.edu/,1630,NA,success,2026-03-27 20:40:59
17270,2011,WAYBACK,NA,http://mailto:ccarson@stanford.edu/,2232,NA,success,2026-03-27 20:45:53
17570,2011,WAYBACK,NA,http://mailto:grabs@berkeley.edu/,4305,NA,success,2026-03-27 21:05:29
17246,2011,WAYBACK,NA,http://ministry.resource.center@yale.edu/,1685,NA,success,2026-03-27 20:44:19
17066,2011,WAYBACK,NA,http://mit.edu/,1030,NA,success,2026-03-27 20:32:16
17385,2011,WAYBACK,NA,http://mit.edu/16.unified/www/FALL/thermodynamics/notes/footnode.html,5053,NA,success,2026-03-27 20:53:17
17350,2011,WAYBACK,NA,http://mit.edu/16.unified/www/FALL/thermodynamics/notes/node139.html,7025,NA,success,2026-03-27 20:51:01
17243,2011,WAYBACK,NA,http://mit.edu/16.unified/www/FALL/thermodynamics/notes/node5.html,8671,NA,success,2026-03-27 20:44:06
17459,2011,WAYBACK,NA,http://mit.edu/16.unified/www/FALL/thermodynamics/notes/node60.html,1409,NA,success,2026-03-27 20:58:05
17468,2011,WAYBACK,NA,http://mit.edu/16.unified/www/FALL/thermodynamics/notes/node63.html,9425,NA,success,2026-03-27 20:58:42
17408,2011,WAYBACK,NA,http://mit.edu/16.unified/www/FALL/thermodynamics/notes/node64.html,3968,NA,success,2026-03-27 20:54:49
17353,2011,WAYBACK,NA,http://mit.edu/16.unified/www/FALL/thermodynamics/notes/node65.html,4064,NA,success,2026-03-27 20:51:12
17085,2011,WAYBACK,NA,http://mit.edu/16.unified/www/FALL/thermodynamics/notes/node69.html,7468,NA,success,2026-03-27 20:33:29
17194,2011,WAYBACK,NA,http://mit.edu/16.unified/www/FALL/thermodynamics/notes/notes.html,8158,NA,success,2026-03-27 20:40:36
17338,2011,WAYBACK,NA,http://mit.edu/18.098/,2086,NA,success,2026-03-27 20:50:15
17616,2011,WAYBACK,NA,http://mit.edu/1khouse/contents.htm,1914,NA,success,2026-03-27 21:08:25
17318,2011,WAYBACK,NA,http://mit.edu/2.20/www/,792,NA,success,2026-03-27 20:49:00
17108,2011,WAYBACK,NA,http://mit.edu/5.95/,2717,NA,success,2026-03-27 20:35:01
17599,2011,WAYBACK,NA,http://mit.edu/6.003/F07/www/,433,NA,success,2026-03-27 21:07:21
17392,2011,WAYBACK,NA,http://mit.edu/6.003/S10/,151,NA,success,2026-03-27 20:53:44
17609,2011,WAYBACK,NA,http://mit.edu/6.003/S10/www/,6276,NA,success,2026-03-27 21:08:00
17234,2011,WAYBACK,NA,http://mit.edu/6.003/S10/www/handouts/,4775,NA,success,2026-03-27 20:43:32
17586,2011,WAYBACK,NA,http://mit.edu/6.01/mercurial/spring10/www/calendar.html,3083,NA,success,2026-03-27 21:06:30
17539,2011,WAYBACK,NA,http://mit.edu/6.01/mercurial/spring10/www/index.html,2312,NA,success,2026-03-27 21:03:23
17417,2011,WAYBACK,NA,http://mit.edu/6.01/mercurial/spring10/www/information.html,7489,NA,success,2026-03-27 20:55:23
17625,2011,WAYBACK,NA,http://mit.edu/6.01/mercurial/spring10/www/reference.html,1309,NA,success,2026-03-27 21:09:02
17211,2011,WAYBACK,NA,http://mit.edu/6.01/mercurial/spring10/www/software.html,4080,NA,success,2026-03-27 20:41:42
17241,2011,WAYBACK,NA,http://mit.edu/6.01/mercurial/spring10/www/tutor.html,1032,NA,success,2026-03-27 20:43:59
17565,2011,WAYBACK,NA,http://mit.edu/6.033/,62,NA,success,2026-03-27 21:05:09
17094,2011,WAYBACK,NA,http://mit.edu/6.033/2004/wwwdocs/,12246,NA,success,2026-03-27 20:34:06
17521,2011,WAYBACK,NA,http://mit.edu/6.033/2005/wwwdocs/,12240,NA,success,2026-03-27 21:02:13
17077,2011,WAYBACK,NA,http://mit.edu/6.033/2010/wwwdocs/,8465,NA,success,2026-03-27 20:32:59
17259,2011,WAYBACK,NA,http://mit.edu/6.033/www/,7892,NA,success,2026-03-27 20:45:10
17416,2011,WAYBACK,NA,http://mit.edu/6.055/,6020,NA,success,2026-03-27 20:55:20
17651,2011,WAYBACK,NA,http://mit.edu/6.055/old/S2008/,2931,NA,success,2026-03-27 21:10:46
17518,2011,WAYBACK,NA,http://mit.edu/6.055/old/S2009/,3438,NA,success,2026-03-27 21:02:00
17219,2011,WAYBACK,NA,http://mit.edu/6.055/old/S2009/using-program.html,479,NA,success,2026-03-27 20:42:29
17654,2011,WAYBACK,NA,http://mit.edu/6.805/,67,NA,success,2026-03-27 21:10:58
17289,2011,WAYBACK,NA,http://mit.edu/6.933/www/,893,NA,success,2026-03-27 20:47:10
17520,2011,WAYBACK,NA,http://mit.edu/6.933/www/Fall2000/edgerton/www/prewar.html,682,NA,success,2026-03-27 21:02:08
17120,2011,WAYBACK,NA,http://mit.edu/6.933/www/Fall2000/infocom/after.html,1617,NA,success,2026-03-27 20:35:48
17269,2011,WAYBACK,NA,http://mit.edu/6.933/www/Fall2000/infocom/beginning.html,2103,NA,success,2026-03-27 20:45:50
17558,2011,WAYBACK,NA,http://mit.edu/6.933/www/Fall2000/infocom/conclusion.html,1770,NA,success,2026-03-27 21:04:39
17597,2011,WAYBACK,NA,http://mit.edu/6.933/www/assign.html,98,NA,success,2026-03-27 21:07:14
17524,2011,WAYBACK,NA,http://mit.edu/6.933/www/books.html,976,NA,success,2026-03-27 21:02:25
17341,2011,WAYBACK,NA,http://mit.edu:80/,1097,NA,success,2026-03-27 20:50:26
17355,2011,WAYBACK,NA,http://mit.edu:80/11.520/www/,3043,NA,success,2026-03-27 20:51:19
17272,2011,WAYBACK,NA,http://mit.edu:80/11.520/www/labs/lab1/,30467,NA,success,2026-03-27 20:46:01
17491,2011,WAYBACK,NA,http://mit.edu:80/11.520/www/labs/lab2/,32847,NA,success,2026-03-27 21:00:15
17427,2011,WAYBACK,NA,http://mit.edu:80/11.520/www/lectures/lecture8.html,13988,NA,success,2026-03-27 20:56:02
17157,2011,WAYBACK,NA,http://mit.edu:80/11.521/www/11.521_day1_notes11.html,1354,NA,success,2026-03-27 20:38:09
17602,2011,WAYBACK,NA,http://mit.edu:80/11.521/www/index.html,3601,NA,success,2026-03-27 21:07:35
17268,2011,WAYBACK,NA,http://mit.edu:80/11.521/www/labs/lab1/lab1.html,15492,NA,success,2026-03-27 20:45:46
